Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Category,Outlet_Age,Item_Outlet_Sales
15.6,Low Fat,0.063081713,Snack Foods,125.7704,Small,Tier 3,Grocery Store,Foods,15.0,250.3408
13.15,Regular,0.165328057,Fruits and Vegetables,170.6764,Small,Tier 2,Supermarket Type1,Foods,9.0,3435.528
13.65,Low Fat,0.03595391,Snack Foods,185.2924,Small,Tier 2,Supermarket Type1,Foods,9.0,3146.5708
7.21,Regular,0.144856342,Snack Foods,100.5332,Medium,Tier 1,Supermarket Type1,Foods,14.0,1127.8652
5.175,Regular,0.029555773,Snack Foods,105.9622,Small,Tier 2,Supermarket Type1,Foods,11.0,1693.7952
18.7,Regular,0.06612697072361393,Frozen Foods,229.201,Small,Tier 2,Supermarket Type1,Foods,9.0,3215.814
12.5,Non Edible,0.103422709,Household,169.9448,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,2897.5616
15.2,Non Edible,0.020280476,Health and Hygiene,49.1034,Small,Tier 3,Grocery Store,Non Consumables,15.0,194.4136
9.6,Non Edible,0.024576875,Health and Hygiene,186.6214,Medium,Tier 3,Supermarket Type2,Non Consumables,4.0,1884.214
17.7,Regular,0.122123201,Meat,100.7674,Small,Tier 2,Supermarket Type1,Foods,11.0,814.9392
12.15,Non Edible,0.079592733,Health and Hygiene,37.3506,Small,Tier 2,Supermarket Type1,Non Consumables,11.0,645.1602
16.5,Low Fat,0.028395167,Snack Foods,91.7146,High,Tier 3,Supermarket Type1,Foods,26.0,2462.7942
5.4,Non Edible,0.06612697072361393,Health and Hygiene,164.5526,Medium,Tier 3,Supermarket Type3,Non Consumables,28.0,2302.3364
9.5,Low Fat,0.074345268,Snack Foods,251.9724,Small,Tier 1,Supermarket Type1,Foods,16.0,3523.4136
9.695,Regular,0.029158763,Canned,174.537,Small,Tier 2,Supermarket Type1,Foods,9.0,1235.059
14.65,Low Fat,0.170176516,Hard Drinks,55.2614,High,Tier 3,Supermarket Type1,Drinks,26.0,718.3982
19.35,Regular,0.062516602,Baking Goods,163.9184,Small,Tier 2,Supermarket Type1,Foods,9.0,3137.2496
9.3,Low Fat,0.174621343,Snack Foods,104.2964,Medium,Tier 1,Supermarket Type1,Foods,14.0,1998.7316
19.6,Non Edible,0.09370568,Household,253.8698,Medium,Tier 3,Supermarket Type3,Non Consumables,28.0,3297.7074
9.395,Regular,0.109075742,Soft Drinks,42.9112,Small,Tier 2,Supermarket Type1,Drinks,9.0,426.112
15.2,Non Edible,0.06612697072361393,Health and Hygiene,47.8034,Medium,Tier 1,Supermarket Type1,Non Consumables,14.0,437.4306
19.35,Regular,0.021353642,Fruits and Vegetables,122.1098,Medium,Tier 3,Supermarket Type3,Foods,28.0,3374.2744
18.0,Regular,0.143495952,Fruits and Vegetables,88.7514,Small,Tier 2,Supermarket Type1,Foods,6.0,1062.6168
21.1,Regular,0.020750867,Breakfast,128.7994,Medium,Tier 1,Supermarket Type1,Foods,14.0,1927.491
13.65,Regular,0.08062523,Frozen Foods,259.6936,Small,Tier 2,Supermarket Type1,Foods,9.0,2087.9488
7.42,Low Fat,0.020387989,Snack Foods,247.1092,Small,Tier 2,Supermarket Type1,Foods,9.0,4233.1564
19.75,Non Edible,0.01438222,Household,102.2332,Small,Tier 2,Supermarket Type1,Non Consumables,6.0,3075.996
12.1,Low Fat,0.06612697072361393,Hard Drinks,179.866,Small,Tier 2,Supermarket Type1,Drinks,11.0,3595.32
9.695,Regular,0.030143704,Snack Foods,222.0114,Medium,Tier 3,Supermarket Type3,Foods,28.0,6207.9192
15.6,Low Fat,0.045055587,Dairy Foods,242.3854,Medium,Tier 1,Supermarket Type1,Foods,14.0,2416.854
13.6,Regular,0.043655155,Fruits and Vegetables,156.7946,Small,Tier 1,Supermarket Type1,Foods,16.0,3629.2758
6.55,Low Fat,0.024664556,Breads,103.3332,Small,Tier 2,Supermarket Type1,Foods,6.0,2050.664
17.2,Regular,0.056941603,Fruits and Vegetables,222.5088,High,Tier 3,Supermarket Type1,Foods,26.0,5369.0112
9.195,Regular,0.04712061,Frozen Foods,53.1666,Small,Tier 1,Supermarket Type1,Foods,16.0,768.999
14.0,Regular,0.105145451,Frozen Foods,144.2812,Small,Tier 1,Supermarket Type1,Foods,16.0,4844.3608
19.6,Regular,0.127416049,Snack Foods,167.4816,Medium,Tier 3,Supermarket Type3,Foods,28.0,1006.6896
17.1,Low Fat,0.032678839,Frozen Foods,150.7392,Medium,Tier 1,Supermarket Type1,Foods,14.0,3131.9232
15.6,Low Fat,0.037764269,Snack Foods,124.9704,Small,Tier 2,Supermarket Type1,Foods,11.0,2253.0672
14.6,Non Edible,0.025702994,Household,199.9084,Small,Tier 1,Supermarket Type1,Non Consumables,16.0,2380.9008
18.7,Regular,0.092095924,Meat,183.3292,Small,Tier 2,Supermarket Type1,Foods,6.0,2006.7212
11.3,Non Edible,0.04767798,Household,181.466,High,Tier 3,Supermarket Type1,Non Consumables,26.0,3775.086
12.85,Regular,0.152364317,Fruits and Vegetables,254.0382,Medium,Tier 1,Supermarket Type1,Foods,14.0,1261.691
12.15,Low Fat,0.018395194,Frozen Foods,251.6698,High,Tier 3,Supermarket Type1,Foods,26.0,6088.0752
18.25,Low Fat,0.015302653,Snack Foods,198.0084,Medium,Tier 1,Supermarket Type1,Foods,14.0,793.6336
14.3,Regular,0.034244601,Baking Goods,97.2726,Medium,Tier 3,Supermarket Type3,Foods,28.0,1957.452
6.8,Low Fat,0.037573095,Baking Goods,50.2034,Small,Tier 2,Supermarket Type1,Foods,11.0,1166.4816
13.3,Low Fat,0.009581155,Snack Foods,64.951,Small,Tier 1,Supermarket Type1,Foods,16.0,1644.526
20.35,Low Fat,0.083799283,Meat,184.1292,Small,Tier 1,Supermarket Type1,Foods,16.0,2189.1504
18.6,Low Fat,0.027610698,Snack Foods,149.5366,Small,Tier 1,Grocery Store,Foods,28.0,604.5464
13.65,Regular,0.13187274,Dairy Foods,188.024,Small,Tier 3,Grocery Store,Foods,15.0,745.696
15.6,Low Fat,0.06612697072361393,Fruits and Vegetables,111.9518,Medium,Tier 1,Supermarket Type1,Foods,14.0,2163.1842
13.65,Regular,0.184454044,Canned,211.4902,Medium,Tier 1,Supermarket Type1,Foods,14.0,4035.4138
13.15,Regular,0.037952777,Snack Foods,89.5856,Small,Tier 1,Supermarket Type1,Foods,16.0,1494.0552
13.1,Regular,0.099186992,Frozen Foods,198.7768,Medium,Tier 3,Supermarket Type2,Foods,4.0,3153.2288
15.1,Low Fat,0.025988508,Frozen Foods,146.6076,Small,Tier 2,Supermarket Type1,Foods,9.0,2364.9216
12.5,Regular,0.074035423,Canned,87.9198,Medium,Tier 3,Supermarket Type2,Foods,4.0,1133.8574
9.195,Regular,0.121712459,Fruits and Vegetables,101.2016,Medium,Tier 3,Supermarket Type3,Foods,28.0,2631.2416
7.42,Regular,0.021661527,Seafood,187.7582,Medium,Tier 3,Supermarket Type2,Foods,4.0,2600.6148
15.15,Regular,0.021471456,Snack Foods,131.0284,Small,Tier 1,Grocery Store,Foods,28.0,131.8284
5.675,Regular,0.023496967,Snack Foods,156.1288,Small,Tier 1,Supermarket Type1,Foods,16.0,2828.3184
10.8,Low Fat,0.138171603,Dairy Foods,191.4504,Small,Tier 3,Grocery Store,Foods,15.0,575.2512
16.6,Low Fat,0.026645307,Frozen Foods,53.5614,Medium,Tier 3,Supermarket Type2,Foods,4.0,939.4438
5.905,Low Fat,0.045614252,Canned,221.5456,High,Tier 3,Supermarket Type1,Foods,26.0,6852.4136
17.7,Regular,0.016622448,Fruits and Vegetables,50.2034,Medium,Tier 1,Supermarket Type1,Foods,14.0,1166.4816
11.8,Non Edible,0.008554052,Health and Hygiene,116.9492,High,Tier 3,Supermarket Type1,Non Consumables,26.0,1969.4364
8.96,Regular,0.068925304,Fruits and Vegetables,196.9768,Small,Tier 2,Supermarket Type1,Foods,9.0,2759.0752
7.935,Non Edible,0.031730739,Household,261.091,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,2366.919
8.645,Low Fat,0.021629781,Canned,51.9982,Small,Tier 2,Supermarket Type1,Foods,11.0,999.3658
7.93,Non Edible,0.071538243,Health and Hygiene,44.5086,Small,Tier 2,Supermarket Type1,Non Consumables,6.0,1249.0408
16.35,Non Edible,0.029420857,Household,256.9646,High,Tier 3,Supermarket Type1,Non Consumables,26.0,4637.9628
19.85,Low Fat,0.1867,Fruits and Vegetables,222.0772,Small,Tier 1,Grocery Store,Foods,28.0,889.5088
5.615,Non Edible,0.06612697072361393,Health and Hygiene,123.473,Small,Tier 1,Grocery Store,Non Consumables,28.0,369.519
19.75,Low Fat,0.033883448,Snack Foods,213.2902,Small,Tier 2,Supermarket Type1,Foods,9.0,4247.804
21.0,Low Fat,0.049381666,Snack Foods,193.0478,Medium,Tier 1,Supermarket Type1,Foods,14.0,1549.9824
10.695,Regular,0.011472001,Snack Foods,75.2038,Medium,Tier 3,Supermarket Type2,Foods,4.0,517.3266
19.6,Non Edible,0.023835164,Household,103.3964,Medium,Tier 3,Supermarket Type3,Non Consumables,28.0,3050.6956
18.0,Low Fat,0.039231652,Snack Foods,145.1418,Small,Tier 2,Supermarket Type1,Foods,6.0,2648.5524
15.0,Regular,0.161301097,Canned,185.1266,High,Tier 3,Supermarket Type1,Foods,26.0,2213.1192
20.0,Regular,0.182236555,Canned,107.1622,Small,Tier 1,Grocery Store,Foods,28.0,211.7244
19.25,Low Fat,0.101281,Dairy Foods,55.0956,Medium,Tier 3,Supermarket Type3,Foods,28.0,2020.0372
5.175,Low Fat,0.03736783,Canned,86.9224,High,Tier 3,Supermarket Type1,Foods,26.0,255.6672
13.15,Low Fat,0.056429024,Soft Drinks,144.2812,Small,Tier 1,Supermarket Type1,Drinks,16.0,1282.3308
18.85,Low Fat,0.042641788,Canned,257.833,Small,Tier 2,Supermarket Type1,Foods,9.0,5382.993
12.3,Non Edible,0.076987408,Household,247.946,Small,Tier 2,Supermarket Type1,Non Consumables,6.0,3202.498
9.195,Low Fat,0.015949001,Baking Goods,84.1592,Small,Tier 2,Supermarket Type1,Foods,6.0,1238.388
20.1,Regular,0.095587976,Fruits and Vegetables,193.982,Small,Tier 1,Grocery Store,Foods,28.0,579.246
5.46,Regular,0.032359413,Canned,187.424,Small,Tier 2,Supermarket Type1,Foods,6.0,3169.208
8.895,Low Fat,0.075876602,Hard Drinks,235.9616,Small,Tier 2,Supermarket Type1,Drinks,6.0,1874.8928
17.35,Regular,0.062979148,Baking Goods,87.983,Small,Tier 2,Supermarket Type1,Foods,11.0,1707.777
13.15,Low Fat,0.043727261,Snack Foods,182.595,High,Tier 3,Supermarket Type1,Foods,26.0,3478.805
12.35,Regular,0.038718195,Fruits and Vegetables,110.657,Small,Tier 2,Supermarket Type1,Foods,6.0,2087.283
13.15,Non Edible,0.024790707,Household,177.5686,Small,Tier 2,Supermarket Type1,Non Consumables,6.0,3910.9092
7.5,Low Fat,0.032599801,Frozen Foods,238.1906,High,Tier 3,Supermarket Type1,Foods,26.0,3327.6684
6.92,Low Fat,0.038454076,Dairy Foods,61.5852,Small,Tier 1,Supermarket Type1,Foods,16.0,813.6076
8.185,Low Fat,0.038721734,Fruits and Vegetables,115.8808,Small,Tier 2,Supermarket Type1,Foods,9.0,1523.3504
15.0,Non Edible,0.071516201,Health and Hygiene,127.7362,Small,Tier 2,Supermarket Type1,Non Consumables,11.0,1761.7068
9.6,Low Fat,0.086145867,Snack Foods,258.362,Small,Tier 3,Grocery Store,Foods,15.0,259.662
18.0,Regular,0.1867,Fruits and Vegetables,88.2514,Small,Tier 3,Grocery Store,Foods,15.0,88.5514
12.65,Regular,0.133144259,Frozen Foods,190.8846,Small,Tier 1,Grocery Store,Foods,28.0,191.0846
10.0,Non Edible,0.089333332,Health and Hygiene,145.6102,Small,Tier 2,Supermarket Type1,Non Consumables,11.0,2624.5836
20.7,Regular,0.047565208,Dairy Foods,213.4876,Medium,Tier 1,Supermarket Type1,Foods,14.0,1929.4884
11.85,Low Fat,0.132560174,Dairy Drinks,97.2726,High,Tier 3,Supermarket Type1,Drinks,26.0,782.9808
9.195,Regular,0.0471117,Frozen Foods,52.0666,Small,Tier 2,Supermarket Type1,Foods,9.0,615.1992
7.785,Low Fat,0.089210159,Fruits and Vegetables,64.251,Small,Tier 2,Supermarket Type1,Foods,6.0,1328.271
10.85,Non Edible,0.048004263,Household,117.5808,Small,Tier 3,Grocery Store,Non Consumables,15.0,351.5424
17.6,Non Edible,0.082316506,Health and Hygiene,160.692,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,1597.92
18.25,Low Fat,0.06612697072361393,Starchy Foods,164.7526,Small,Tier 2,Supermarket Type1,Foods,11.0,4604.6728
12.65,Regular,0.156926608,Fruits and Vegetables,238.3538,Small,Tier 2,Supermarket Type1,Foods,6.0,5528.1374
10.3,Regular,0.024998007,Baking Goods,174.4422,Medium,Tier 3,Supermarket Type2,Foods,4.0,3448.844
6.365,Low Fat,0.007348286,Frozen Foods,62.8536,Small,Tier 1,Supermarket Type1,Foods,16.0,796.2968
15.5,Regular,0.15717236,Snack Foods,149.1418,Medium,Tier 1,Supermarket Type1,Foods,14.0,588.5672
8.26,Low Fat,0.034397781,Hard Drinks,115.7834,Small,Tier 2,Supermarket Type1,Drinks,9.0,2073.3012
16.75,Low Fat,0.128778474,Breads,89.1856,High,Tier 3,Supermarket Type1,Foods,26.0,1581.9408
19.5,Regular,0.077157727,Soft Drinks,232.4958,Small,Tier 2,Supermarket Type1,Drinks,9.0,2804.3496
7.72,Regular,0.074731477,Breads,77.5986,Small,Tier 1,Supermarket Type1,Foods,16.0,1947.465
17.5,Low Fat,0.098102581,Soft Drinks,172.9738,Small,Tier 2,Supermarket Type1,Drinks,11.0,4344.345
9.3,Low Fat,0.174703862,Snack Foods,104.0964,Small,Tier 2,Supermarket Type1,Foods,11.0,1788.3388
8.115,Regular,0.05382735,Canned,155.2972,Small,Tier 3,Grocery Store,Foods,15.0,311.5944
17.7,Regular,0.042468413,Frozen Foods,162.421,Small,Tier 2,Supermarket Type1,Foods,9.0,1468.089
19.7,Low Fat,0.053212652,Fruits and Vegetables,57.893,Small,Tier 2,Supermarket Type1,Foods,9.0,622.523
21.1,Non Edible,0.029173031,Household,145.7786,Small,Tier 2,Supermarket Type1,Non Consumables,6.0,1444.786
19.7,Low Fat,0.0650227,Canned,87.0198,Medium,Tier 1,Supermarket Type1,Foods,14.0,697.7584
12.0,Regular,0.020411155,Meat,98.6042,Small,Tier 1,Supermarket Type1,Foods,16.0,1091.2462
20.6,Regular,0.045797829,Snack Foods,178.5344,Medium,Tier 3,Supermarket Type3,Foods,28.0,2854.9504
14.15,Low Fat,0.035913805,Soft Drinks,41.4138,High,Tier 3,Supermarket Type1,Drinks,26.0,812.276
20.7,Regular,0.12152072,Frozen Foods,118.0466,Small,Tier 1,Supermarket Type1,Foods,16.0,1060.6194
12.3,Low Fat,0.036908933,Snack Foods,115.9834,High,Tier 3,Supermarket Type1,Foods,26.0,2073.3012
8.68,Low Fat,0.01478914,Frozen Foods,97.7384,Small,Tier 3,Grocery Store,Foods,15.0,98.5384
15.2,Low Fat,0.091318935,Snack Foods,230.7352,Medium,Tier 3,Supermarket Type3,Foods,28.0,8474.3024
5.365,Regular,0.140811559,Seafood,173.5764,Medium,Tier 3,Supermarket Type2,Foods,4.0,2061.3168
5.405,Regular,0.053730029,Canned,199.0742,Small,Tier 2,Supermarket Type1,Foods,11.0,4777.7808
15.1,Low Fat,0.076505799,Baking Goods,91.583,Small,Tier 2,Supermarket Type1,Foods,6.0,539.298
8.6,Non Edible,0.090558833,Household,112.6176,Medium,Tier 3,Supermarket Type2,Non Consumables,4.0,3091.9752
16.7,Regular,0.062395455,Snack Foods,57.6562,Small,Tier 2,Supermarket Type1,Foods,6.0,533.3058
19.75,Low Fat,0.012448294,Fruits and Vegetables,188.2872,Small,Tier 1,Supermarket Type1,Foods,16.0,2647.2208
10.0,Regular,0.037764307,Snack Foods,127.2994,Small,Tier 1,Supermarket Type1,Foods,16.0,642.497
9.3,Low Fat,0.066887123,Frozen Foods,183.9292,Medium,Tier 1,Supermarket Type1,Foods,14.0,3283.7256
5.405,Regular,0.053576661,Canned,200.5742,High,Tier 3,Supermarket Type1,Foods,26.0,2388.8904
6.985,Regular,0.137580452,Meat,182.8608,Medium,Tier 1,Supermarket Type1,Foods,14.0,4042.7376
15.35,Low Fat,0.024546148,Frozen Foods,34.619,Small,Tier 1,Grocery Store,Foods,28.0,36.619
20.25,Regular,0.014790559,Dairy Foods,193.6162,Small,Tier 2,Supermarket Type1,Foods,9.0,3848.324
8.96,Regular,0.069219165,Fruits and Vegetables,196.5768,Medium,Tier 3,Supermarket Type2,Foods,4.0,2759.0752
14.0,Non Edible,0.024213354,Household,42.4454,Medium,Tier 3,Supermarket Type3,Non Consumables,28.0,293.6178
9.5,Regular,0.104488444,Canned,77.896,Small,Tier 2,Supermarket Type1,Foods,9.0,1997.4
19.2,Low Fat,0.099589909,Frozen Foods,109.1886,Medium,Tier 3,Supermarket Type3,Foods,28.0,4225.1668
20.7,Regular,0.16767231,Fruits and Vegetables,124.2388,Small,Tier 3,Grocery Store,Foods,15.0,247.6776
17.35,Regular,0.145591438,Seafood,148.705,Medium,Tier 3,Supermarket Type3,Foods,28.0,1797.66
7.27,Low Fat,0.071188446,Soft Drinks,111.9518,Medium,Tier 1,Supermarket Type1,Drinks,14.0,1138.518
7.5,Low Fat,0.050708743,Canned,123.4072,High,Tier 3,Supermarket Type1,Foods,26.0,3185.1872
14.5,Regular,0.064224789,Breads,262.7594,Small,Tier 2,Supermarket Type1,Foods,6.0,7064.8038
16.5,Non Edible,0.036611104,Household,180.9318,High,Tier 3,Supermarket Type1,Non Consumables,26.0,3247.7724
12.6,Non Edible,0.007468056,Household,186.9556,Medium,Tier 1,Supermarket Type1,Non Consumables,14.0,3379.6008
11.65,Regular,0.102830104,Baking Goods,172.6422,Small,Tier 1,Grocery Store,Foods,28.0,344.8844
8.325,Low Fat,0.029640604,Fruits and Vegetables,40.8138,Medium,Tier 3,Supermarket Type3,Foods,28.0,1543.3244
11.65,Low Fat,0.040144377,Snack Foods,228.9694,Small,Tier 2,Supermarket Type1,Foods,6.0,6622.7126
9.3,Low Fat,0.066770664,Frozen Foods,180.5292,Small,Tier 2,Supermarket Type1,Foods,9.0,2189.1504
12.5,Regular,0.110215444,Fruits and Vegetables,81.8592,Small,Tier 2,Supermarket Type1,Foods,11.0,1238.388
8.76,Non Edible,0.050011058,Health and Hygiene,126.7336,High,Tier 3,Supermarket Type1,Non Consumables,26.0,639.168
17.85,Low Fat,0.044463491,Snack Foods,127.102,Small,Tier 1,Supermarket Type1,Foods,16.0,2024.032
13.65,Regular,0.026067434,Snack Foods,78.8302,Small,Tier 2,Supermarket Type1,Foods,6.0,713.0718
13.1,Low Fat,0.07494003,Dairy Foods,75.0354,Small,Tier 1,Supermarket Type1,Foods,16.0,902.8248
6.445,Low Fat,0.049697923,Baking Goods,95.0436,Small,Tier 3,Grocery Store,Foods,15.0,94.5436
21.25,Low Fat,0.019533098,Snack Foods,120.4756,Small,Tier 2,Supermarket Type1,Foods,6.0,1938.8096
14.85,Regular,0.035400659,Fruits and Vegetables,161.9578,Medium,Tier 3,Supermarket Type2,Foods,4.0,1444.1202
7.315,Low Fat,0.06612697072361393,Snack Foods,154.534,Small,Tier 1,Grocery Store,Foods,28.0,459.402
12.5,Low Fat,0.020697723,Breads,198.8742,Small,Tier 1,Supermarket Type1,Foods,16.0,5773.1518
19.2,Regular,0.142189843,Canned,153.8314,Small,Tier 3,Grocery Store,Foods,15.0,155.1314
7.1,Low Fat,0.110633958,Fruits and Vegetables,173.808,Small,Tier 2,Supermarket Type1,Foods,6.0,1211.756
17.5,Regular,0.007503372,Dairy Foods,146.7102,Medium,Tier 3,Supermarket Type3,Foods,28.0,4374.306
19.5,Low Fat,0.082888496,Canned,178.6002,Medium,Tier 3,Supermarket Type2,Foods,4.0,1253.7014
5.75,Regular,0.075322658,Dairy Foods,116.3176,Small,Tier 2,Supermarket Type1,Foods,11.0,2519.3872
15.6,Low Fat,0.081036436,Baking Goods,112.3544,High,Tier 3,Supermarket Type1,Foods,26.0,2572.6512
5.785,Regular,0.038756864,Fruits and Vegetables,260.7252,Small,Tier 1,Supermarket Type1,Foods,16.0,6033.4796
19.35,Low Fat,0.016637301,Frozen Foods,120.9098,Medium,Tier 1,Supermarket Type1,Foods,14.0,1687.1372
16.75,Low Fat,0.029785889,Snack Foods,38.9822,Medium,Tier 1,Supermarket Type1,Foods,14.0,628.5152
7.93,Non Edible,0.070791391,Health and Hygiene,46.4086,Medium,Tier 3,Supermarket Type3,Non Consumables,28.0,2007.387
9.5,Low Fat,0.031331581,Fruits and Vegetables,111.1228,Medium,Tier 1,Supermarket Type1,Foods,14.0,663.1368
17.5,Low Fat,0.06612697072361393,Snack Foods,102.999,Small,Tier 1,Supermarket Type1,Foods,16.0,2992.771
12.15,Regular,0.042378864,Canned,125.4046,Medium,Tier 1,Supermarket Type1,Foods,14.0,1867.569
5.825,Non Edible,0.160178832,Household,160.2894,Small,Tier 1,Grocery Store,Non Consumables,28.0,323.5788
18.2,Low Fat,0.162147349,Fruits and Vegetables,37.719,Medium,Tier 3,Supermarket Type2,Foods,4.0,549.285
17.0,Regular,0.139804885,Canned,265.7884,Small,Tier 2,Supermarket Type1,Foods,11.0,3974.826
4.805,Regular,0.066006824,Dairy Foods,126.2704,Small,Tier 1,Grocery Store,Foods,28.0,250.3408
12.3,Low Fat,0.06912336,Soft Drinks,106.0938,Medium,Tier 3,Supermarket Type3,Drinks,28.0,2787.0388
5.98,Low Fat,0.043526599,Fruits and Vegetables,148.4418,High,Tier 3,Supermarket Type1,Foods,26.0,2354.2688
7.945,Low Fat,0.015908485,Snack Foods,161.421,Small,Tier 2,Supermarket Type1,Foods,11.0,3425.541
12.35,Regular,0.038560279,Fruits and Vegetables,109.857,Medium,Tier 1,Supermarket Type1,Foods,14.0,1208.427
11.1,Non Edible,0.033102681,Household,116.6124,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,1540.6612
14.15,Low Fat,0.036147029,Soft Drinks,39.3138,Small,Tier 2,Supermarket Type1,Drinks,6.0,527.9794
7.06,Regular,0.043968652,Starchy Foods,57.6904,Medium,Tier 1,Supermarket Type1,Foods,14.0,585.904
13.15,Low Fat,0.036641589,Frozen Foods,180.7976,High,Tier 3,Supermarket Type1,Foods,26.0,6157.3184
17.75,Regular,0.063416566,Baking Goods,154.6656,Small,Tier 3,Grocery Store,Foods,15.0,308.9312
19.7,Low Fat,0.038549197,Hard Drinks,127.5362,Medium,Tier 3,Supermarket Type3,Drinks,28.0,1006.6896
13.15,Non Edible,0.09264951,Household,157.8604,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,3803.0496
8.6,Non Edible,0.069416467,Household,92.5146,Small,Tier 1,Supermarket Type1,Non Consumables,16.0,2006.7212
16.85,Regular,0.026391403,Canned,92.812,Medium,Tier 3,Supermarket Type3,Foods,28.0,2609.936
13.1,Low Fat,0.132327406,Dairy Foods,168.4158,Small,Tier 1,Grocery Store,Foods,28.0,334.2316
17.75,Regular,0.067777778,Baking Goods,186.924,Medium,Tier 3,Supermarket Type2,Foods,4.0,3169.208
6.67,Regular,0.09031453,Snack Foods,130.5626,Medium,Tier 3,Supermarket Type2,Foods,4.0,1180.4634
14.65,Non Edible,0.06612697072361393,Others,56.4614,Small,Tier 3,Grocery Store,Non Consumables,15.0,55.2614
10.5,Non Edible,0.06612697072361393,Household,238.3248,Small,Tier 3,Grocery Store,Non Consumables,15.0,711.0744
14.65,Non Edible,0.083488992,Household,161.3552,Medium,Tier 1,Supermarket Type1,Non Consumables,14.0,7148.0288
7.275,Low Fat,0.027991093,Snack Foods,145.976,Medium,Tier 1,Supermarket Type1,Foods,14.0,3515.424
9.1,Non Edible,0.080277707,Household,47.2718,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,850.8924
15.1,Low Fat,0.0552059,Fruits and Vegetables,219.4166,Small,Tier 1,Supermarket Type1,Foods,16.0,6096.0648
15.6,Low Fat,0.037841362,Snack Foods,125.2704,Medium,Tier 3,Supermarket Type2,Foods,4.0,2628.5784
9.6,Regular,0.022323658,Breads,101.299,Small,Tier 2,Supermarket Type1,Foods,11.0,1754.383
7.39,Non Edible,0.093160853,Household,251.3066,Medium,Tier 3,Supermarket Type2,Non Consumables,4.0,1004.0264
9.3,Low Fat,0.066727717,Frozen Foods,181.6292,High,Tier 3,Supermarket Type1,Foods,26.0,2371.5796
9.6,Regular,0.014234595,Snack Foods,190.2872,Medium,Tier 1,Supermarket Type1,Foods,14.0,4727.18
7.435,Low Fat,0.122837694,Starchy Foods,208.7638,Small,Tier 1,Supermarket Type1,Foods,16.0,3105.957
12.6,Non Edible,0.082353076,Household,176.9054,Medium,Tier 3,Supermarket Type3,Non Consumables,28.0,4202.5296
10.3,Regular,0.02494708,Baking Goods,172.3422,Small,Tier 2,Supermarket Type1,Foods,11.0,5690.5926
14.8,Regular,0.043856919,Breads,109.057,High,Tier 3,Supermarket Type1,Foods,26.0,2746.425
13.65,Regular,0.013091186,Fruits and Vegetables,114.8834,Medium,Tier 3,Supermarket Type2,Foods,4.0,1612.5676
11.395,Non Edible,0.06612697072361393,Health and Hygiene,152.0708,Medium,Tier 3,Supermarket Type3,Non Consumables,28.0,2106.5912
9.6,Low Fat,0.062294473,Snack Foods,242.417,Small,Tier 1,Grocery Store,Foods,28.0,486.034
19.35,Low Fat,0.026181893,Fruits and Vegetables,167.0474,Small,Tier 1,Supermarket Type1,Foods,16.0,2358.2636
6.36,Non Edible,0.010467749,Household,162.9526,Small,Tier 1,Grocery Store,Non Consumables,28.0,822.263
13.35,Regular,0.149338159,Snack Foods,178.666,Small,Tier 2,Supermarket Type1,Foods,9.0,1797.66
12.0,Low Fat,0.034112833,Canned,180.1976,Medium,Tier 3,Supermarket Type2,Foods,4.0,3984.1472
7.945,Low Fat,0.015863075,Snack Foods,161.821,High,Tier 3,Supermarket Type1,Foods,26.0,2446.815
5.635,Low Fat,0.103693024,Baking Goods,149.905,Medium,Tier 3,Supermarket Type2,Foods,4.0,2546.685
7.905,Low Fat,0.06612697072361393,Frozen Foods,109.1254,Small,Tier 2,Supermarket Type1,Foods,6.0,1627.881
5.92,Regular,0.019238942,Soft Drinks,49.8692,Small,Tier 2,Supermarket Type1,Drinks,11.0,1133.1916
18.0,Low Fat,0.124452048,Frozen Foods,118.5124,Small,Tier 1,Supermarket Type1,Foods,16.0,1303.6364
17.35,Non Edible,0.167351411,Household,176.0712,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,2109.2544
17.85,Low Fat,0.06594351,Frozen Foods,149.105,Small,Tier 2,Supermarket Type1,Foods,11.0,4643.955
10.195,Regular,0.147492524,Frozen Foods,141.5838,Small,Tier 2,Supermarket Type1,Foods,6.0,1685.8056
20.85,Low Fat,0.097536998,Starchy Foods,225.3746,High,Tier 3,Supermarket Type1,Foods,26.0,3365.619
7.0,Low Fat,0.150672399,Canned,104.728,Medium,Tier 3,Supermarket Type3,Foods,28.0,2450.144
18.85,Low Fat,0.141862435,Canned,171.0132,Medium,Tier 1,Supermarket Type1,Foods,14.0,4396.9432
15.85,Regular,0.121632721,Baking Goods,60.622,Small,Tier 1,Supermarket Type1,Foods,16.0,2576.646
19.25,Low Fat,0.101932076,Dairy Foods,54.5956,Medium,Tier 1,Supermarket Type1,Foods,14.0,764.3384
9.13,Non Edible,0.051952573,Household,152.3024,Small,Tier 2,Supermarket Type1,Non Consumables,11.0,1821.6288
